Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
Get Live (He Alive),Fedel,spotify:track:3xnSz9RhI3OUfVk3pDKq3v,0.552,0.753,10,-8.171,0,0.0936,0.000915,0.00666,0.231,0.339,157.913,244297,4,52.40717,12
Get Home,Sarah Slean,spotify:track:6PPEn929Cskz3USbjiO0u8,0.515,0.312,0,-9.343,1,0.0306,0.55,0,0.236,0.186,121.298,221240,4,32.79997,12
Blurry Morning Glance,Zero Bedroom Apartment,spotify:track:0VdmC6oofhfbUeqbGQWYXH,0.365,0.232,7,-21.894,1,0.0342,0.639,0.981,0.11,0.231,119.96,152832,4,29.58383,7
5 Elements (version for flute and orchestra): I. Metal,Zhou Long,spotify:track:3Df4H29WcbYU99ko5gWHwd,0.105,0.0167,7,-37.59,1,0.0519,0.822,0.028,0.343,0.0382,63.66,393587,3,32.00933,19
Count Me In,The New Black,spotify:track:4cIKrS9610yL177eiqIVPB,0.417,0.911,0,-4.491,1,0.0885,1.06e-05,0.0723,0.0814,0.516,155.222,245419,4,30.68666,11
Soul Surge - Remastered,Freddie Hubbard,spotify:track:4AFFoHaMgcu67xMwqiA4CM,0.498,0.467,10,-10.892,0,0.0673,0.784,0.452,0.094,0.493,75.342,624960,3,37.75417,27
Body Rock - Original Mix,West Norwood Cassette Library,spotify:track:2YmYgNDwqMduku4pokbUWh,0.695,0.852,10,-7.087,0,0.0427,7.93e-05,0.754,0.662,0.843,99.284,465895,4,77.98267,11
Free The Frail,JPEGMAFIA,spotify:track:5r7OKhOQl2vM8SZnCXSQk1,0.553,0.509,1,-7.955,1,0.353,0.515,0,0.154,0.264,153.674,210570,4,30.06496,12
Balances 4/4 for Ballet Class,クラシックバレエ クラブ,spotify:track:3RL0NFWXd027aibqqO8Zbx,0.371,0.317,2,-14.934,1,0.05,0.993,0.878,0.0927,0.724,108.584,89143,4,18.71694,6
Back to You,Timecop1983,spotify:track:0Vj2je2PLl1TU78DAMArat,0.419,0.671,5,-9.721,0,0.0348,0.493,0.00273,0.143,0.129,90.031,268050,4,31.25525,11
Garden in the Bones,Periphery,spotify:track:5fauFOWxPFk36Ui433FNRB,0.517,0.971,4,-5.189,1,0.0778,0.0057,3.75e-05,0.325,0.363,135.004,356507,4,61.38134,12
Coming Home,Leon Bridges,spotify:track:5EA06TsQmqmQXZiEhr1AaM,0.427,0.465,6,-6.595,1,0.0291,0.461,5.52e-05,0.154,0.458,112.137,206387,3,87.5471,6
The Clearing Blind,Novembers Doom,spotify:track:21z7uOXvnrB92DMkZo8Bsr,0.406,0.662,0,-12.605,0,0.0309,0.000189,0.000358,0.0679,0.362,82.549,339844,3,59.17613,11
Seal The Deal,Volbeat,spotify:track:2atx3xHqalzri1Y4Uz5mrq,0.53,0.973,4,-3.603,0,0.0663,6.44e-05,0.00558,0.129,0.432,105.997,249306,4,38.83087,10
Star - Rocco No Beat Mix,Reel People,spotify:track:1RTfl3AOU3i9LHC4Pl1rW8,0.583,0.477,10,-13.947,0,0.0777,0.958,0.00914,0.306,0.729,126.007,459085,4,46.41223,16
Raggarlåten - Acoustic version,Sofie Svensson,spotify:track:5LoYFUEX9t151eb3A2eW0y,0.561,0.445,4,-7.569,1,0.0556,0.506,0,0.113,0.73,162.566,164746,4,37.50495,8
Mirklands,Summoning,spotify:track:5NgoMOJyEYRAarRduTqMIa,0.391,0.726,9,-9.58,1,0.042,0.344,0.898,0.105,0.121,130.006,660933,4,30.0198,28
